threshold,surge_count,no_surge_count,surge_rate,imbalance_ratio,viable
0.5,80455,376617,17.60225960023804,4.681088807407868,False
1.0,22384,434688,4.897259075156649,19.419585418155826,False
1.5,6602,450470,1.4444113837644834,68.23235383217207,False
2.0,2873,454199,0.6285661777575524,158.09223807866343,False
2.5,1348,455724,0.2949207127104701,338.0741839762611,False
