threshold,surge_count,no_surge_count,surge_rate,imbalance_ratio,viable
0.5,1303,7274,15.191792001865453,5.582501918649271,False
1.0,591,7986,6.89052116124519,13.51269035532995,True
1.5,284,8293,3.311181065640667,29.200704225352112,False
2.0,167,8410,1.9470677393027866,50.35928143712575,False
2.5,89,8488,1.037658855077533,95.37078651685393,False
